num,name,class
200335,오공,kosdaq
200336,한양이엔지,kosdaq
200337,성우테크론,kosdaq
200338,토탈소프트,kosdaq
200339,대아티아이,kosdaq
200340,정원엔시스,kosdaq
200341,크린앤사이언스,kosdaq
200342,에이텍,kosdaq
200343,코아시아,kosdaq
200344,코다코,kosdaq
200345,한일네트웍스,kosdaq
200346,오르비텍,kosdaq
200347,SBS콘텐츠허브,kosdaq
200348,파나진,kosdaq
200349,백금T&A,kosdaq
200350,삼화네트웍스,kosdaq
200351,KG모빌리언스,kosdaq
200352,서울반도체,kosdaq
200353,우원개발,kosdaq
200354,한빛소프트,kosdaq
200355,파워로직스,kosdaq
200356,이스트소프트,kosdaq
200357,코데즈컴바인,kosdaq
200358,초록뱀미디어,kosdaq
200359,에이치엘비제약,kosdaq
200360,오스템임플란트,kosdaq
200361,현대바이오,kosdaq
200362,유라테크,kosdaq
200363,대동스틸,kosdaq
200364,인트론바이오,kosdaq
200365,SM C&C,kosdaq
200366,TPC,kosdaq
200367,엔피케이,kosdaq
200368,시너지이노베이션,kosdaq
200369,대원미디어,kosdaq
200370,인탑스,kosdaq
200371,기가레인,kosdaq
200372,파인디앤씨,kosdaq
200373,셀루메드,kosdaq
200374,코메론,kosdaq
200375,SGA,kosdaq
200376,오픈베이스,kosdaq
200377,유아이엘,kosdaq
200378,잉크테크,kosdaq
200379,재영솔루텍,kosdaq
200380,고려신용정보,kosdaq
200381,승일,kosdaq
200382,미래컴퍼니,kosdaq
200383,쎌바이오텍,kosdaq
200384,휘닉스소재,kosdaq
200385,캠시스,kosdaq
200386,ES큐브,kosdaq
200387,에스폴리텍,kosdaq
200388,아세아텍,kosdaq
200389,쏠리드,kosdaq
200390,수산아이앤티,kosdaq
200391,지어소프트,kosdaq
200392,토비스,kosdaq
200393,인터플렉스,kosdaq
200394,피씨디렉트,kosdaq
200395,YW,kosdaq
200396,나라엠앤디,kosdaq
200397,CJ프레시웨이,kosdaq
200398,큐로홀딩스,kosdaq
200399,중앙디앤엠,kosdaq
200400,에스티큐브,kosdaq
200401,iMBC,kosdaq
200402,현대바이오랜드,kosdaq
200403,초록뱀컴퍼니,kosdaq
200404,코텍,kosdaq
200405,코나아이,kosdaq
200406,오성첨단소재,kosdaq
200407,아이크래프트,kosdaq
200408,한네트,kosdaq
200409,제일바이오,kosdaq
200410,아모텍,kosdaq
200411,액토즈소프트,kosdaq
200412,아이앤씨,kosdaq
200413,KMH하이텍,kosdaq
200414,바이넥스,kosdaq
200415,지에스이,kosdaq
200416,세동,kosdaq
200417,원방테크,kosdaq
200418,프리엠스,kosdaq
200419,금강철강,kosdaq
200420,구영테크,kosdaq
200421,예스24,kosdaq
200422,NE능률,kosdaq
200423,한국정보인증,kosdaq
200424,이니텍,kosdaq
200425,웹케시,kosdaq
200426,한국테크놀로지,kosdaq
200427,프로텍,kosdaq
200428,태양,kosdaq
200429,삼보모터스,kosdaq
200430,안랩,kosdaq
200431,경남제약,kosdaq
200432,오상자이엘,kosdaq
200433,한국컴퓨터,kosdaq
200434,농우바이오,kosdaq
200435,삼진엘앤디,kosdaq
200436,메디콕스,kosdaq
200437,이랜텍,kosdaq
200438,팬스타엔터프라이즈,kosdaq
200439,케이피티유,kosdaq
200440,텔레칩스,kosdaq
200441,삼영엠텍,kosdaq
200442,APS홀딩스,kosdaq
200443,에이디칩스,kosdaq
200444,대한뉴팜,kosdaq
200445,키이스트,kosdaq
200446,아이디스홀딩스,kosdaq
200447,한컴위드,kosdaq
200448,유신,kosdaq
200449,엑사이엔씨,kosdaq
200450,제이브이엠,kosdaq
200451,유진로봇,kosdaq
200452,유앤아이,kosdaq
200453,에스에프에이,kosdaq
200454,코위버,kosdaq
200455,신화인터텍,kosdaq
200456,YBM넷,kosdaq
200457,옴니시스템,kosdaq
200458,티사이언티픽,kosdaq
200459,피에이치씨,kosdaq
200460,멕아이씨에스,kosdaq
200461,KNN,kosdaq
200462,리노공업,kosdaq
200463,에스피지,kosdaq
200464,엠게임,kosdaq
200465,CMG제약,kosdaq
200466,미코,kosdaq
200467,아이컴포넌트,kosdaq
200468,아진엑스텍,kosdaq
200469,메타바이오메드,kosdaq
200470,해성티피씨,kosdaq
200471,인선이엔티,kosdaq
200472,이그잭스,kosdaq
200473,룽투코리아,kosdaq
200474,NHN한국사이버결제,kosdaq
200475,뉴보텍,kosdaq
200476,큐렉소,kosdaq
200477,3S,kosdaq
200478,KT서브마린,kosdaq
200479,동양에스텍,kosdaq
200480,국일신동,kosdaq
200481,에스에이티,kosdaq
200482,홈센타홀딩스,kosdaq
200483,드림어스컴퍼니,kosdaq
200484,씨티씨바이오,kosdaq
200485,KH바텍,kosdaq
200486,영림원소프트랩,kosdaq
200487,대한그린파워,kosdaq
200488,알에프텍,kosdaq
200489,화일약품,kosdaq
200490,엘비세미콘,kosdaq
200491,티엘아이,kosdaq
200492,피피아이,kosdaq
200493,게임빌,kosdaq
200494,서울옥션,kosdaq
200495,SM Life Design,kosdaq
200496,한국전자금융,kosdaq
200497,이엘피,kosdaq
200498,에프앤리퍼블릭,kosdaq
200499,홈캐스트,kosdaq
200500,다날,kosdaq
200501,인텍플러스,kosdaq
200502,브리지텍,kosdaq
200503,바이오니아,kosdaq
200504,티씨케이,kosdaq
200505,젬백스링크,kosdaq
200506,케이프,kosdaq
200507,에프앤가이드,kosdaq
200508,지엔코,kosdaq
200509,탑엔지니어링,kosdaq
200510,엠피대산,kosdaq
200511,넥스트BT,kosdaq
200512,신성델타테크,kosdaq
200513,위세아이텍,kosdaq
200514,이루온,kosdaq
200515,빅텍,kosdaq
200516,오리엔트정공,kosdaq
200517,휴비츠,kosdaq
200518,와이어블,kosdaq
200519,삼영이엔씨,kosdaq
200520,제낙스,kosdaq
200521,메디프론,kosdaq
200522,안트로젠,kosdaq
200523,우주일렉트로,kosdaq
200524,파커스,kosdaq
200525,서호전기,kosdaq
200526,CS,kosdaq
200527,웰크론,kosdaq
200528,하츠,kosdaq
200529,큐에스아이,kosdaq
200530,체리부로,kosdaq
200531,버킷스튜디오,kosdaq
200532,와이오엠,kosdaq
200533,우수AMS,kosdaq
200534,국보디자인,kosdaq
200535,디스플레이텍,kosdaq
200536,테라젠이텍스,kosdaq
200537,씨씨에스,kosdaq
200538,디에이피,kosdaq
200539,손오공,kosdaq
200540,엘앤에프,kosdaq
200541,이엔코퍼레이션,kosdaq
200542,조이시티,kosdaq
200543,이씨에스,kosdaq
200544,대화제약,kosdaq
200545,아프리카TV,kosdaq
200546,오텍,kosdaq
200547,멀티캠퍼스,kosdaq
200548,JW신약,kosdaq
200549,하나마이크론,kosdaq
200550,아스트,kosdaq
200551,엔브이에이치코리아,kosdaq
200552,에이치엘비생명과학,kosdaq
200553,로지시스,kosdaq
200554,세진티에스,kosdaq
200555,와이엔텍,kosdaq
200556,이글루시큐리티,kosdaq
200557,도이치모터스,kosdaq
200558,팬엔터테인먼트,kosdaq
200559,다원시스,kosdaq
200560,일신바이오,kosdaq
200561,셀트리온제약,kosdaq
200562,DMS,kosdaq
200563,디지털대성,kosdaq
200564,아이씨케이,kosdaq
200565,웹젠,kosdaq
200566,누리플랜,kosdaq
200567,유아이디,kosdaq
200568,엔텔스,kosdaq
200569,에스텍,kosdaq
200570,아이에스이커머스,kosdaq
200571,엑스큐어,kosdaq
200572,한솔인티큐브,kosdaq
200573,인피니트헬스케어,kosdaq
200574,로체시스템즈,kosdaq
200575,위니아딤채,kosdaq
200576,에이테크솔루션,kosdaq
200577,캐스텍코리아,kosdaq
200578,중앙백신,kosdaq
200579,우리산업홀딩스,kosdaq
200580,제넨바이오,kosdaq
200581,율호,kosdaq
200582,메가스터디,kosdaq
200583,빛샘전자,kosdaq
200584,에이치시티,kosdaq
200585,케이에스피,kosdaq
200586,엘엠에스,kosdaq
200587,듀오백,kosdaq
200588,이노와이어리스,kosdaq
200589,에프알텍,kosdaq
200590,우리손에프앤지,kosdaq
200591,WI,kosdaq
200592,테라사이언스,kosdaq
200593,아미노로직스,kosdaq
200594,원익QnC,kosdaq
200595,플랜티넷,kosdaq
200596,동국알앤에스,kosdaq
200597,웰크론한텍,kosdaq
200598,해성옵틱스,kosdaq
200599,덕산하이메탈,kosdaq
200600,이베스트투자증권,kosdaq
200601,유비쿼스홀딩스,kosdaq
200602,국일제지,kosdaq
200603,대봉엘에스,kosdaq
200604,HB테크놀러지,kosdaq
200605,메디포스트,kosdaq
200606,컴투스,kosdaq
200607,한양디지텍,kosdaq
200608,대주전자재료,kosdaq
200609,지나인제약,kosdaq
200610,아이오케이,kosdaq
200611,가온미디어,kosdaq
200612,코드네이처,kosdaq
200613,와토스코리아,kosdaq
200614,한창산업,kosdaq
200615,제우스,kosdaq
200616,서산,kosdaq
200617,디이엔티,kosdaq
200618,가비아,kosdaq
200619,인베니아,kosdaq
200620,동양이엔피,kosdaq
200621,투비소프트,kosdaq
200622,에스엔유,kosdaq
200623,이상네트웍스,kosdaq
200624,모두투어,kosdaq
200625,제주반도체,kosdaq
200626,모다이노칩,kosdaq
200627,성창오토텍,kosdaq
200628,오디텍,kosdaq
200629,코디,kosdaq
200630,오킨스전자,kosdaq
200631,한국유니온제약,kosdaq
200632,티플랙스,kosdaq
200633,성우전자,kosdaq
200634,옵트론텍,kosdaq
200635,젬백스,kosdaq
200636,코스나인,kosdaq
200637,비보존 헬스케어,kosdaq
200638,우리바이오,kosdaq
200639,비츠로셀,kosdaq
200640,엘오티베큠,kosdaq
200641,GST,kosdaq
200642,에프엔에스테크,kosdaq
200643,케이엠,kosdaq
200644,인콘,kosdaq
200645,비에이치아이,kosdaq
200646,CSA 코스믹,kosdaq
200647,크리스탈지노믹스,kosdaq
200648,아바코,kosdaq
200649,휴온스글로벌,kosdaq
200650,수성이노베이션,kosdaq
200651,유진테크,kosdaq
200652,랩지노믹스,kosdaq
200653,팅크웨어,kosdaq
200654,아이티엠반도체,kosdaq
200655,헬릭스미스,kosdaq
200656,루트로닉,kosdaq
200657,루트로닉3우C,kosdaq
200658,차바이오텍,kosdaq
200659,뉴프렉스,kosdaq
200660,알티캐스트,kosdaq
200661,네오티스,kosdaq
200662,바이오톡스텍,kosdaq
200663,진바이오텍,kosdaq
200664,유니테스트,kosdaq
200665,동국제약,kosdaq
200666,에코프로,kosdaq
200667,비엠티,kosdaq
200668,선진뷰티사이언스,kosdaq
200669,바이오솔루션,kosdaq
200670,이수앱지스,kosdaq
200671,메디톡스,kosdaq
200672,한컴MDS,kosdaq
200673,쇼박스,kosdaq
200674,펩트론,kosdaq
200675,모바일어플라이언스,kosdaq
200676,픽셀플러스,kosdaq
200677,동아엘텍,kosdaq
200678,이원컴포텍,kosdaq
200679,이녹스,kosdaq
200680,에이스테크,kosdaq
200681,동우팜투테이블,kosdaq
200682,켐트로닉스,kosdaq
200683,테크윙,kosdaq
200684,넥스턴바이오,kosdaq
200685,케이씨티,kosdaq
200686,THE E&M,kosdaq
200687,에이티세미콘,kosdaq
200688,나스미디어,kosdaq
200689,제이티,kosdaq
200690,유비벨록스,kosdaq
200691,코세스,kosdaq
200692,에이피티씨,kosdaq
200693,상아프론테크,kosdaq
200694,광진윈텍,kosdaq
200695,로보스타,kosdaq
200696,덕신하우징,kosdaq
200697,비에이치,kosdaq
200698,제이스텍,kosdaq
200699,휴림로봇,kosdaq
200700,연이비앤티,kosdaq
200701,현대이지웰,kosdaq
200702,이엠텍,kosdaq
200703,S&K폴리텍,kosdaq
200704,텔레필드,kosdaq
200705,상신이디피,kosdaq
200706,남화토건,kosdaq
200707,파트론,kosdaq
200708,나노캠텍,kosdaq
200709,셀트리온헬스케어,kosdaq
200710,아미코젠,kosdaq
200711,디엔에프,kosdaq
200712,이크레더블,kosdaq
200713,서울바이오시스,kosdaq
200714,현우산업,kosdaq
200715,한라IMS,kosdaq
200716,앤씨앤,kosdaq
200717,네오팜,kosdaq
200718,엑시콘,kosdaq
200719,빅솔론,kosdaq
200720,케이아이엔엑스,kosdaq
200721,풍강,kosdaq
200722,매커스,kosdaq
200723,다믈멀티미디어,kosdaq
200724,서원인텍,kosdaq
200725,동운아나텍,kosdaq
200726,칩스앤미디어,kosdaq
200727,갤럭시아머니트리,kosdaq
200728,일진파워,kosdaq
200729,슈프리마에이치큐,kosdaq
200730,참좋은여행,kosdaq
200731,네오리진,kosdaq
200732,푸른기술,kosdaq
200733,제이엠티,kosdaq
200734,이엠코리아,kosdaq
200735,웨이브일렉트로,kosdaq
200736,ISC,kosdaq
200737,미래나노텍,kosdaq
200738,테스,kosdaq
200739,네오위즈,kosdaq
200740,제넥신,kosdaq
200741,에스에너지,kosdaq
200742,이트론,kosdaq
200743,청담러닝,kosdaq
200744,대창솔루션,kosdaq
200745,씨젠,kosdaq
200746,알에프세미,kosdaq
200747,에스코넥,kosdaq
200748,멜파스,kosdaq
200749,에이루트,kosdaq
200750,엘디티,kosdaq
200751,에스맥,kosdaq
200752,윈팩,kosdaq
200753,효성오앤비,kosdaq
200754,마이크로컨텍솔,kosdaq
200755,고영,kosdaq
200756,에스티오,kosdaq
200757,아이센스,kosdaq
200758,SDN,kosdaq
200759,쎄트렉아이,kosdaq
200760,동방선기,kosdaq
200761,스맥,kosdaq
200762,이지케어텍,kosdaq
200763,모바일리더,kosdaq
200764,삼강엠앤티,kosdaq
200765,뷰웍스,kosdaq
200766,동국S&C,kosdaq
200767,머큐리,kosdaq
200768,서암기계공업,kosdaq
200769,세운메디칼,kosdaq
200770,미래에셋벤처투자,kosdaq
200771,상상인인더스트리,kosdaq
200772,월덱스,kosdaq
200773,우림기계,kosdaq
200774,씨큐브,kosdaq
200775,모베이스,kosdaq
200776,이엔드디,kosdaq
200777,아이엠,kosdaq
200778,엔시트론,kosdaq
200779,에스앤에스텍,kosdaq
200780,코리아에스이,kosdaq
200781,위메이드맥스,kosdaq
200782,인화정공,kosdaq
200783,어보브반도체,kosdaq
200784,이엔에프테크놀로지,kosdaq
200785,코오롱생명과학,kosdaq
200786,우양,kosdaq
200787,대성파인텍,kosdaq
200788,NHN벅스,kosdaq
200789,디와이피엔에프,kosdaq
200790,티케이케미칼,kosdaq
200791,코렌텍,kosdaq
200792,노랑풍선,kosdaq
200793,원익머트리얼즈,kosdaq
200794,케이엔더블유,kosdaq
200795,트루윈,kosdaq
200796,디케이락,kosdaq
200797,하이텍팜,kosdaq
200798,파인테크닉스,kosdaq
200799,디지탈옵틱,kosdaq
200800,톱텍,kosdaq
200801,LX세미콘,kosdaq
200802,대양전기공업,kosdaq
200803,로보티즈,kosdaq
200804,셀바스AI,kosdaq
200805,옵티시스,kosdaq
200806,에스와이,kosdaq
200807,디에스케이,kosdaq
200808,진매트릭스,kosdaq
200809,동일금속,kosdaq
200810,에이프로젠 H&G,kosdaq
200811,전진바이오팜,kosdaq
200812,크리스에프앤씨,kosdaq
200813,디아이티,kosdaq
200814,남화산업,kosdaq
200815,KH 일렉트론,kosdaq
200816,위메이드,kosdaq
200817,디젠스,kosdaq
200818,크루셜텍,kosdaq
200819,KPX생명과학,kosdaq
200820,폴라리스우노,kosdaq
200821,휴맥스,kosdaq
200822,인포바인,kosdaq
200823,우리넷,kosdaq
200824,지트리비앤티,kosdaq
200825,씨유메디칼,kosdaq
200826,케이씨에스,kosdaq
200827,스타플렉스,kosdaq
200828,이미지스,kosdaq
200829,연우,kosdaq
200830,알파홀딩스,kosdaq
200831,티로보틱스,kosdaq
200832,모트렉스,kosdaq
200833,포메탈,kosdaq
200834,인터로조,kosdaq
200835,아이텍,kosdaq
200836,지엔씨에너지,kosdaq
200837,다나와,kosdaq
200838,대정화금,kosdaq
200839,골프존뉴딘홀딩스,kosdaq
200840,나노신소재,kosdaq
200841,비덴트,kosdaq
200842,코이즈,kosdaq
200843,제노레이,kosdaq
200844,삼기,kosdaq
200845,KMH,kosdaq
200846,예스티,kosdaq
200847,서진오토모티브,kosdaq
200848,와이지엔터테인먼트,kosdaq
200849,와이솔,kosdaq
200850,폴라리스웍스,kosdaq
200851,엠에스오토텍,kosdaq
200852,제닉,kosdaq
200853,코리아에프티,kosdaq
200854,선데이토즈,kosdaq
200855,이엠넷,kosdaq
200856,알톤스포츠,kosdaq
200857,한일진공,kosdaq
200858,아나패스,kosdaq
200859,아이티센,kosdaq
200860,태웅로직스,kosdaq
200861,아모그린텍,kosdaq
200862,비나텍,kosdaq
200863,코프라,kosdaq
200864,화신정공,kosdaq
200865,하이비젼시스템,kosdaq
200866,제이엔케이히터,kosdaq
200867,디엔에이링크,kosdaq
200868,아시아경제,kosdaq
200869,에코캡,kosdaq
200870,피제이메탈,kosdaq
200871,앱코,kosdaq
200872,GH신소재,kosdaq
200873,나이스디앤비,kosdaq
200874,티피씨글로벌,kosdaq
200875,디에이치피코리아,kosdaq
200876,시큐브,kosdaq
200877,스카이이앤엠,kosdaq
200878,딜리,kosdaq
200879,대한과학,kosdaq
200880,티에스이,kosdaq
200881,알서포트,kosdaq
200882,원익피앤이,kosdaq
200883,이브이첨단소재,kosdaq
200884,파인텍,kosdaq
200885,테스나,kosdaq
200886,메가엠디,kosdaq
200887,이퓨쳐,kosdaq
200888,디엠티,kosdaq
200889,하림,kosdaq
200890,쎄미시스코,kosdaq
200891,윈스,kosdaq
200892,피엔티,kosdaq
200893,넥스트아이,kosdaq
200894,제이씨케미칼,kosdaq
200895,신진에스엠,kosdaq
200896,오이솔루션,kosdaq
200897,비즈니스온,kosdaq
200898,나이벡,kosdaq
200899,엘아이에스,kosdaq
200900,시티랩스,kosdaq
200901,키네마스터,kosdaq
200902,서플러스글로벌,kosdaq
200903,메지온,kosdaq
200904,대창스틸,kosdaq
200905,알에스오토메이션,kosdaq
200906,파크시스템스,kosdaq
200907,비아트론,kosdaq
200908,레고켐바이오,kosdaq
200909,유니트론텍,kosdaq
200910,녹십자엠에스,kosdaq
200911,바이오리더스,kosdaq
200912,아이디스,kosdaq
200913,사람인에이치알,kosdaq
200914,영우디에스피,kosdaq
200915,녹십자랩셀,kosdaq
200916,뉴파워프라즈마,kosdaq
200917,휴젤,kosdaq
200918,마이크로프랜드,kosdaq
200919,제룡산업,kosdaq
200920,비디아이,kosdaq
200921,세경하이테크,kosdaq
200922,알엔투테크놀로지,kosdaq
200923,아바텍,kosdaq
200924,하이로닉,kosdaq
200925,인트로메딕,kosdaq
200926,파수,kosdaq
200927,KG ETS,kosdaq
200928,나노스,kosdaq
200929,네이블,kosdaq
200930,우리이앤엘,kosdaq
200931,옵티팜,kosdaq
200932,아시아종묘,kosdaq
200933,솔루에타,kosdaq
200934,와이엠씨,kosdaq
200935,엘앤케이바이오,kosdaq
200936,아톤,kosdaq
200937,제로투세븐,kosdaq
200938,NEW,kosdaq
200939,싸이맥스,kosdaq
200940,THE MIDONG,kosdaq
200941,필옵틱스,kosdaq
200942,핑거,kosdaq
200943,이루다,kosdaq
200944,하나머티리얼즈,kosdaq
200945,코아스템,kosdaq
200946,엠브레인,kosdaq
200947,현대공업,kosdaq
200948,파이오링크,kosdaq
200949,엘티씨,kosdaq
200950,램테크놀러지,kosdaq
200951,선익시스템,kosdaq
200952,라이온켐텍,kosdaq
200953,오파스넷,kosdaq
200954,에프엔씨엔터,kosdaq
200955,장원테크,kosdaq
200956,앱클론,kosdaq
200957,인포마크,kosdaq
200958,아이큐어,kosdaq
200959,베셀,kosdaq
200960,파버나인,kosdaq
200961,서진시스템,kosdaq
200962,PI첨단소재,kosdaq
200963,엠아이텍,kosdaq
200964,유티아이,kosdaq
200965,이즈미디어,kosdaq
200966,큐브엔터,kosdaq
200967,엔케이맥스,kosdaq
200968,코미코,kosdaq
200969,엔지켐생명과학,kosdaq
200970,SGA솔루션즈,kosdaq
200971,아이진,kosdaq
200972,그린플러스,kosdaq
200973,디티앤씨,kosdaq
200974,신화콘텍,kosdaq
200975,제노포커스,kosdaq
200976,에이디엠코리아,kosdaq
200977,나노,kosdaq
200978,디바이스이엔지,kosdaq
200979,인텔리안테크,kosdaq
200980,씨이랩,kosdaq
200981,포시에스,kosdaq
200982,서전기전,kosdaq
200983,흥국에프엔비,kosdaq
200984,나무가,kosdaq
200985,코리아에셋투자증권,kosdaq
200986,육일씨엔에쓰,kosdaq
200987,테고사이언스,kosdaq
200988,케이사인,kosdaq
200989,윈하이텍,kosdaq
200990,THQ,kosdaq
200991,슈피겐코리아,kosdaq
200992,와이제이엠게임즈,kosdaq
200993,데브시스터즈,kosdaq
200994,노바렉스,kosdaq
200995,마니커에프앤지,kosdaq
200996,에이비프로바이오,kosdaq
200997,알테오젠,kosdaq
200998,애니젠,kosdaq
200999,코아시아옵틱스,kosdaq
201000,디에이테크놀로지,kosdaq
201001,웹스,kosdaq
201002,디지캡,kosdaq
201003,엔피디,kosdaq
201004,고려시멘트,kosdaq
201005,제일전기공업,kosdaq
201006,콜마비앤에이치,kosdaq
201007,텔콘RF제약,kosdaq
201008,에이팩트,kosdaq
201009,휴메딕스,kosdaq
201010,에이디테크놀로지,kosdaq
201011,비씨월드제약,kosdaq
201012,미투온,kosdaq
201013,유니온커뮤니티,kosdaq
201014,드림시큐리티,kosdaq
201015,프로스테믹스,kosdaq
201016,그리티,kosdaq
201017,제이앤티씨,kosdaq
201018,글로벌텍스프리,kosdaq
201019,스튜디오산타클로스,kosdaq
201020,지엘팜텍,kosdaq
201021,엑셈,kosdaq
201022,휴마시스,kosdaq
201023,액션스퀘어,kosdaq
201024,베노홀딩스,kosdaq
201025,덱스터,kosdaq
201026,바디텍메드,kosdaq
201027,유바이오로직스,kosdaq
201028,미스터블루,kosdaq
201029,정다운,kosdaq
201030,파멥신,kosdaq
201031,지란지교시큐리티,kosdaq
201032,셀바스헬스케어,kosdaq
201033,썸에이지,kosdaq
201034,바이오로그디바이스,kosdaq
201035,AP위성,kosdaq
201036,네오오토,kosdaq
201037,미래테크놀로지,kosdaq
201038,덕산네오룩스,kosdaq
201039,클래시스,kosdaq
201040,민앤지,kosdaq
201041,라파스,kosdaq
201042,퓨쳐스트림네트웍스,kosdaq
201043,에스엘바이오닉스,kosdaq
201044,케어젠,kosdaq
201045,아이쓰리시스템,kosdaq
201046,파마리서치,kosdaq
201047,미코바이오메드,kosdaq
201048,디알텍,kosdaq
201049,뉴지랩파마,kosdaq
201050,골프존,kosdaq
201051,이디티,kosdaq
201052,로보로보,kosdaq
201053,메가스터디교육,kosdaq
201054,우리산업,kosdaq
201055,우정바이오,kosdaq
201056,토박스코리아,kosdaq
201057,이노인스트루먼트,kosdaq
201058,인크로스,kosdaq
201059,제테마,kosdaq
201060,제너셈,kosdaq
201061,넵튠,kosdaq
201062,싸이토젠,kosdaq
201063,에스디생명공학,kosdaq
201064,러셀,kosdaq
201065,켐온,kosdaq
201066,디딤,kosdaq
201067,강스템바이오텍,kosdaq
201068,엔에스,kosdaq
201069,미래생명자원,kosdaq
201070,RFHIC,kosdaq
201071,타이거일렉,kosdaq
201072,링크제니시스,kosdaq
201073,자안코스메틱,kosdaq
201074,지티지웰니스,kosdaq
201075,퓨쳐켐,kosdaq
201076,핸디소프트,kosdaq
201077,켐트로스,kosdaq
201078,맘스터치,kosdaq
201079,자안바이오,kosdaq
201080,하이즈항공,kosdaq
201081,케이디켐,kosdaq
201082,코스맥스엔비티,kosdaq
201083,씨아이에스,kosdaq
201084,팬젠,kosdaq
201085,쎄노텍,kosdaq
201086,심텍,kosdaq
201087,마이더스AI,kosdaq
201088,한국맥널티,kosdaq
201089,드림씨아이에스,kosdaq
201090,코디엠,kosdaq
201091,에이텍티앤,kosdaq
201092,삼양옵틱스,kosdaq
201093,제놀루션,kosdaq
201094,씨엠에스에듀,kosdaq
201095,케이엠제약,kosdaq
201096,보광산업,kosdaq
201097,넷게임즈,kosdaq
201098,패션플랫폼,kosdaq
201099,신테카바이오,kosdaq
201100,본느,kosdaq
201101,KH E&T,kosdaq
201102,오스테오닉,kosdaq
201103,한송네오텍,kosdaq
201104,올릭스,kosdaq
201105,디자인,kosdaq
201106,아우딘퓨쳐스,kosdaq
201107,엔투텍,kosdaq
201108,동양파일,kosdaq
201109,레이,kosdaq
201110,지노믹트리,kosdaq
201111,레이언스,kosdaq
201112,젠큐릭스,kosdaq
201113,에치에프알,kosdaq
201114,에코마케팅,kosdaq
201115,에이트원,kosdaq
201116,와이아이케이,kosdaq
201117,라온테크,kosdaq
201118,세원,kosdaq
201119,에스트래픽,kosdaq
201120,세틀뱅크,kosdaq
201121,녹십자웰빙,kosdaq
201122,자이글,kosdaq
201123,메드팩토,kosdaq
201124,슈프리마,kosdaq
201125,엔비티,kosdaq
201126,에스티팜,kosdaq
201127,피앤씨테크,kosdaq
201128,플레이디,kosdaq
201129,클리오,kosdaq
201130,앤디포스,kosdaq
201131,얼라인드,kosdaq
201132,비피도,kosdaq
201133,힘스,kosdaq
201134,줌인터넷,kosdaq
201135,에이치엘사이언스,kosdaq
201136,피엔에이치테크,kosdaq
201137,원익IPS,kosdaq
201138,DSC인베스트먼트,kosdaq
201139,유니테크노,kosdaq
201140,코스메카코리아,kosdaq
201141,메카로,kosdaq
201142,오션브릿지,kosdaq
201143,피씨엘,kosdaq
201144,에이스토리,kosdaq
201145,나무기술,kosdaq
201146,휴온스,kosdaq
201147,신흥에스이씨,kosdaq
201148,올리패스,kosdaq
201149,EDGC,kosdaq
201150,TS인베스트먼트,kosdaq
201151,티앤알바이오팹,kosdaq
201152,아스타,kosdaq
201153,이노테라피,kosdaq
201154,에코프로비엠,kosdaq
201155,나노씨엠에스,kosdaq
201156,보라티알,kosdaq
201157,모비스,kosdaq
201158,예선테크,kosdaq
201159,와이엠티,kosdaq
201160,브이원텍,kosdaq
201161,펌텍코리아,kosdaq
201162,세화피앤씨,kosdaq
201163,샘씨엔에스,kosdaq
201164,스튜디오드래곤,kosdaq
201165,네오셈,kosdaq
201166,수젠텍,kosdaq
201167,자비스,kosdaq
201168,SG,kosdaq
201169,야스,kosdaq
201170,한독크린텍,kosdaq
201171,포인트엔지니어링,kosdaq
201172,한국비엔씨,kosdaq
201173,케이피에스,kosdaq
201174,이더블유케이,kosdaq
201175,소프트캠프,kosdaq
201176,세종메디칼,kosdaq
201177,엠플러스,kosdaq
201178,알리코제약,kosdaq
201179,씨티케이,kosdaq
201180,덴티스,kosdaq
201181,에이프로,kosdaq
201182,아이퀘스트,kosdaq
201183,디케이앤디,kosdaq
201184,유틸렉스,kosdaq
201185,덕우전자,kosdaq
201186,디알젬,kosdaq
201187,케어랩스,kosdaq
201188,디앤씨미디어,kosdaq
201189,펄어비스,kosdaq
201190,유에스티,kosdaq
201191,데이타솔루션,kosdaq
201192,상신전자,kosdaq
201193,지니언스,kosdaq
201194,유비쿼스,kosdaq
201195,씨앤지하이테크,kosdaq
201196,이랜시스,kosdaq
201197,AP시스템,kosdaq
201198,영화테크,kosdaq
201199,엔에프씨,kosdaq
201200,나인테크,kosdaq
201201,배럴,kosdaq
201202,매일유업,kosdaq
201203,셀리버리,kosdaq
201204,시스웍,kosdaq
201205,지엔원에너지,kosdaq
201206,에브리봇,kosdaq
201207,뉴트리,kosdaq
201208,케이엔제이,kosdaq
201209,이녹스첨단소재,kosdaq
201210,와이즈버즈,kosdaq
201211,켄코아에어로스페이스,kosdaq
201212,에스에스알,kosdaq
201213,제주맥주,kosdaq
201214,린드먼아시아,kosdaq
201215,인산가,kosdaq
201216,레인보우로보틱스,kosdaq
201217,티에스아이,kosdaq
201218,천보,kosdaq
201219,노터스,kosdaq
201220,미디어젠,kosdaq
201221,레이크머티리얼즈,kosdaq
201222,코윈테크,kosdaq
201223,카이노스메드,kosdaq
201224,노바텍,kosdaq
201225,나노브릭,kosdaq
201226,제이시스메디칼,kosdaq
201227,브릿지바이오테라퓨틱스,kosdaq
201228,에스퓨얼셀,kosdaq
201229,아이스크림에듀,kosdaq
